number,order,Sample ID,Assigned ID,Date,Year,Month,Monthies,Year.Month,Location,Region,Count,Identifier,mysid?,"If not, what?",Category,length,species ,gender,gravid?,comments,removed for reference,sample comments
6099,3971,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,240,LA,YES,,mysid,6,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6100,3972,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,241,LA,YES,,mysid,7,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6101,3973,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,242,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6102,3974,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,243,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6103,3975,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,244,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6104,3976,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,245,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6105,3977,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,246,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6106,3978,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,247,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6107,3979,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,248,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6108,3980,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,249,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6109,3981,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,250,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6110,3982,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,251,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6111,3983,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,252,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6112,3984,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,253,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6113,3985,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,254,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6114,3986,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,255,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6115,3987,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,256,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6116,3988,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,257,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6117,3989,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,258,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6118,3990,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,259,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6119,3991,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,260,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6120,3992,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,261,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6121,3993,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,262,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6122,3994,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,263,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6123,3995,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,264,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6124,3996,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,265,LA,YES,,mysid,5,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6125,3997,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,266,LA,YES,,mysid,5,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6126,3998,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,267,LA,YES,,mysid,5,HS,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6127,3999,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,268,LA,YES,,mysid,4,HS,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6128,4000,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,269,LA,YES,,mysid,6,HS,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6129,4001,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,270,LA,YES,,mysid,7,HS,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6130,4002,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,271,LA,NO,AMPHIPOD,amphipod,NA,,,,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6131,4003,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,272,LA,NO,AMPHIPOD,amphipod,NA,,,,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6132,4004,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,273,LA,YES,,mysid,4,HS,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6133,4005,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,274,LA,YES,,mysid,4,HS,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6134,4006,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,275,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6135,4007,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,276,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6136,4008,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,277,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6137,4009,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,278,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6138,4010,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,279,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6139,4011,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,280,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6140,4012,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,281,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6141,4013,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,282,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6142,4014,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,283,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6143,4015,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,284,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6144,4016,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,285,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6145,4017,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,286,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6146,4018,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,287,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6147,4019,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,288,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6148,4020,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,289,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6149,4021,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,290,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6150,4022,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,291,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6151,4023,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,292,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6152,4024,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,293,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6153,4025,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,294,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6154,4026,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,295,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6155,4027,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,296,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6156,4028,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,297,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6157,4029,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,298,LA,YES,,mysid,7,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6158,4030,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,299,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6159,4031,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,300,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6160,4032,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,301,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6161,4033,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,302,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6162,4034,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,303,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6163,4035,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,304,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6164,4036,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,305,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6165,4037,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,306,LA,YES,,mysid,5,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6166,4038,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,307,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6167,4039,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,308,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6168,4040,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,309,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6169,4041,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,310,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6170,4042,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,311,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6171,4043,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,312,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6172,4044,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,313,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6173,4045,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,314,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6174,4046,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,315,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6175,4047,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,316,LA,YES,,mysid,7,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6176,4048,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,317,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6177,4049,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,318,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6178,4050,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,319,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6179,4051,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,320,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6180,4052,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,321,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6181,4053,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,322,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6182,4054,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,323,LA,YES,,mysid,8,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6183,4055,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,324,LA,YES,,mysid,5,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6184,4056,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,325,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6185,4057,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,326,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6186,4058,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,327,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6187,4059,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,328,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6188,4060,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,329,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6189,4061,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,330,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6190,4062,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,331,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6191,4063,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,332,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6192,4064,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,333,LA,YES,,mysid,4,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6193,4065,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,334,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6194,4066,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,335,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6195,4067,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,336,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6196,4068,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,337,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6197,4069,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,338,LA,YES,,mysid,3,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6198,4070,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,339,LA,YES,,mysid,6,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6199,4071,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,340,LA,YES,,mysid,6,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6200,4072,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,341,LA,YES,,mysid,5,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6201,4073,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,342,LA,YES,,mysid,7,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
6202,4074,20190919-2,20190919-2,20190919,2019,9,Sep,2019_9,SAIL RIVER,Strait,343,LA,YES,,mysid,5,NR,J,0,,,started 3/12/21; some of the really small (3-4mm) NR in this sample were orange/rusty brown colored instead of light yellow/beige. FINISHED 4/22/21
